prefix,feature_type,level1,level2,level3,level4,description
bldg,bldg:Building,uro:bldgFacilityTypeAttribute,uro:class,,,分野
bldg,bldg:Building,uro:bldgFacilityTypeAttribute,uro:function,,,施設区分
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,,,,施設識別属性
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,uro:id,,,識別子
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,uro:partId,,,部分ID
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,uro:branchId,,,枝番
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,uro:prefecture,,,都道府県
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,uro:city,,,市区町村
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,uro:route,,,路線
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,uro:startPost,,,起点側距離標
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,uro:endPost,,,終点側距離標
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,uro:startLat,,,起点経度
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,uro:startLong,,,起点緯度
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:FacilityIdAttribute,uro:alternativeName,,,その他の名称
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,,,,施設識別属性（河川管理施設）
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:id,,,識別子
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:partID,,,部分ID
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:branchID,,,枝番
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:prefecture,,,都道府県
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:city,,,市区町村
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:route,,,路線
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:startPost,,,起点側距離標
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:endPost,,,終点側距離標
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:startLat,,,起点経度
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:startLong,,,起点緯度
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:alternativeName,,,その他の名称
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:riverCode,,,河川管理コード
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:riverName,,,河川名称
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:sideType,,,左右岸区分
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftPost,,,左岸距離標
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftDistance,,,左岸距離標追加距離
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightPost,,,右岸距離標
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightDistance,,,右岸距離標追加距離
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftStartPost,,,左岸上流側距離標
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftStartDistance,,,左岸上流側距離標追加距離
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftEndPost,,,左岸下流側距離標
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftEndDistance,,,左岸下流側距離標追加距離
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightStartPost,,,右岸上流側距離標
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightStartDistance,,,右岸上流側距離標追加距離
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightEndPost,,,右岸下流側距離標
bldg,bldg:Building,uro:bldgFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightEndDistance,,,右岸下流側距離標追加距離
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,,,,水域施設
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:facilityId,,,対象施設内での識別子
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:facilityDetailType,,,施設種類
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:portName,,,港湾名
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:portStatus,,,港格
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:district,,,地区名
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:grantType,,,施設区分名
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:isDesignated,,,特定技術基準対象施設
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:degradationLevel,,,性能低下度
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:geologicalType,,,地質名
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:obstructingStructures,,,構造物による制限－構造物名
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:structuralLimitations,,,構造物による制限
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:length,,,長さ
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:minimumWidth,,,幅員－最小
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:maximumWidth,,,幅員－最大
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:plannedDepth,,,計画深
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:currentDepth,,,現在の水深
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:isDredged,,,浚渫の有無
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:areaType,,,内外区分
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:innerArea,,,面積_防波堤等の内側
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:outerArea,,,面積_防波堤等の外側
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:totalCost,,,事業費－総額
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:subsidy,,,事業費－補助金額
bldg,bldg:Building,uro:bldgFacilityAttribute.HarborFacility,uro:note,,,備考
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,,,,外郭施設
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:facilityId,,,対象施設内での識別子
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:facilityDetailType,,,施設種類
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:portName,,,港湾名
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:portStatus,,,港格
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:district,,,地区名
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:grantType,,,施設区分名
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:isDesignated,,,特定技術基準対象施設
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:degradationLevel,,,性能低下度
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:structureType,,,構造形式
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:mainMaterial,,,主要用材
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:totalCost,,,事業費－総額
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:subsidy,,,事業費－補助金額
bldg,bldg:Building,uro:bldgFacilityAttribute.PortProtectiveFacility,uro:note,,,備考
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,,,,係留施設
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:facilityId,,,対象施設内での識別子
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:facilityDetailType,,,施設種類
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:portName,,,港湾名
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:portStatus,,,港格
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:district,,,地区名
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:grantType,,,施設区分名
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:isDesignated,,,特定技術基準対象施設
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:degradationLevel,,,性能低下度
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:mainPartLength,,,延長_機能保有延長
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:totalLength,,,延長－取付部を含む延長
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:facilityWidth,,,施設の幅
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:apronWidth,,,エプロン幅
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:plannedDepth,,,計画深
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:currentDepth,,,現在の水深
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:area,,,面積
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:ceilingHeight,,,天端高
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:gravityResistant,,,耐重力
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:form,,,形態
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:mainVessels,,,主要利用船舶の種類
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:mooringPostWeight,,,附帯設備－係船柱重量
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:numberOfMooringPosts,,,附帯設備－係船柱の数
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:resistantMaterial,,,附帯設備－防げん材
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:lighting,,,附帯設備－照明設備
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:stairs,,,附帯設備－階段等
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:lifesavingAppliances,,,附帯設備－救命設備の名称
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:numberOfLifesavingAppliances,,,附帯設備－救命設備の数
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:bumper,,,附帯設備－車止め
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:numberOfVehicleBoardings,,,附帯設備－車両乗降設備－基数
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:vehicleBoardingWidth,,,附帯設備－車両乗降設備－幅員
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:shipType,,,船型
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:numberOfSeats,,,対象船舶－船席数
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:mainCargo,,,主要取扱貨物名
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:structureType,,,構造形式
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:mainMaterial,,,主要用材
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:totalCost,,,事業費－総額
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:subsidy,,,事業費－補助金額
bldg,bldg:Building,uro:bldgFacilityAttribute.MooringFacility,uro:note,,,備考
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,,,,臨港交通施設
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:facilityId,,,対象施設内での識別子
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:facilityDetailType,,,施設種類
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:portName,,,港湾名
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:portStatus,,,港格
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:district,,,地区名
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:grantType,,,施設区分名
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:isDesignated,,,特定技術基準対象施設
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:degradationLevel,,,性能低下度
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:structureType,,,構造形式
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:startingPoint,,,起終点
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:length,,,長さ
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:area,,,面積
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:beddingWidth,,,規模_道路敷幅
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:numberOfLanes,,,規模_車線数
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:parkingLotCapacityOfBus,,,規模_駐車場収容台数_バス
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:parkingLotCapacityOfCars,,,規模_駐車場収容台数_乗用車
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:routeType,,,規模_単線・複線区分
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:heightToDigit,,,規模_桁下高
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:heightLimit,,,規模_制限高
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:minimumWidth,,,幅員－最小
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:minimumDepth,,,規模_最小水深
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:numberOfAircraftParkingSpaces,,,規模_駐機数
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:pavementType,,,舗装形態/塗装形態
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:mainCargo,,,主要取扱貨物名
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:totalCost,,,事業費－総額
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:subsidy,,,事業費－補助金額
bldg,bldg:Building,uro:bldgFacilityAttribute.PortTransportationFacility,uro:note,,,備考
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,,,,航行補助施設
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,uro:facilityId,,,対象施設内での識別子
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,uro:facilityDetailType,,,施設種類
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,uro:portName,,,港湾名
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,uro:portStatus,,,港格
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,uro:district,,,地区名
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,uro:grantType,,,施設区分名
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,uro:isDesignated,,,特定技術基準対象施設
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,uro:degradationLevel,,,性能低下度
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,uro:totalCost,,,事業費－総額
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,uro:subsidy,,,事業費－補助金額
bldg,bldg:Building,uro:bldgFacilityAttribute.NavigationAssistanceFacility,uro:note,,,備考
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,,,,荷捌き施設
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:facilityId,,,対象施設内での識別子
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:facilityDetailType,,,施設種類
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:portName,,,港湾名
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:portStatus,,,港格
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:district,,,地区名
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:grantType,,,施設区分名
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:isDesignated,,,特定技術基準対象施設
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:degradationLevel,,,性能低下度
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:mainCargo,,,主要取扱貨物名
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:mooringFacility,,,係留施設名
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:liftableLoad,,,荷役能力_吊り上げ荷重
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:ability,,,荷役能力_1時間あたりの能力
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:packingName,,,荷姿名
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:acquisitionYear,,,取得年度
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:innerTotalFloorArea,,,臨港地区内－総床面積
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:innerOfSiteArea,,,臨港地区内－敷地面積
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:outerOfTotalFloorArea,,,臨港地区外－総床面積
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:outerSiteArea,,,臨港地区外－敷地面積
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:mainMaterial,,,主要用材
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:totalCost,,,事業費－総額
bldg,bldg:Building,uro:bldgFacilityAttribute.CargoHandlingFacility,uro:note,,,備考
