モデルの接頭辞,feature_type,tag1,tag2,tag3,tag4,説明：属性名,データ型,同モデル内の日本語名 重複チェック,,feature_type+tag1+tag2+tag3+tag4,重複チェック,同モデル内の重複チェック,,属性名（1）_抽出,属性名（2）_抽出,属性名（3）_抽出,属性名（4）_抽出
unf,uro:ThermalPipe,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:facilityId,,,工事・点検の対象となる施設の識別子,,,,uro:ThermalPipeMaintenanceHistoryAttributeuro:facilityId,,,,MaintenanceHistoryAttribute,uro:facilityId,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceType,,,点検・工事の種類,,,,uro:ThermalPipeMaintenanceHistoryAttributeuro:maintenanceType,,,,MaintenanceHistoryAttribute,uro:maintenanceType,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceFiscalYear,,,点検・工事を行った西暦年度,xs:gYear,,,uro:ThermalPipeMaintenanceHistoryAttributeuro:maintenanceFiscalYear,,,,MaintenanceHistoryAttribute,uro:maintenanceFiscalYear,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceYear,,,点検・工事を行った西暦年,xs:gYear,,,uro:ThermalPipeMaintenanceHistoryAttributeuro:maintenanceYear,,,,MaintenanceHistoryAttribute,uro:maintenanceYear,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:maintenanceDate,,,点検・工事の日付,xs:date,,,uro:ThermalPipeMaintenanceHistoryAttributeuro:maintenanceDate,,,,MaintenanceHistoryAttribute,uro:maintenanceDate,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:status,,,点検、工事の状況,,,,uro:ThermalPipeMaintenanceHistoryAttributeuro:status,,,,MaintenanceHistoryAttribute,uro:status,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,uro:description,,,点検・工事の内容,,,,uro:ThermalPipeMaintenanceHistoryAttributeuro:description,,,,MaintenanceHistoryAttribute,uro:description,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,,,,図式情報,,,,uro:ThermalPipeDmGeometricAttribute,,,,DmGeometricAttribute,,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:dmCode,,,DMコード,,,,uro:ThermalPipeDmGeometricAttributeuro:dmCode,,,,DmGeometricAttribute,uro:dmCode,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:meshCode,,,メッシュコード,,,,uro:ThermalPipeDmGeometricAttributeuro:meshCode,,,,DmGeometricAttribute,uro:meshCode,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:dmElement.uro:DmElement,,,数値地形図要素情報,,,,uro:ThermalPipeDmGeometricAttributeuro:DmElement,,,,DmGeometricAttribute,uro:DmElement,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:geometryType,,,レコードタイプ,,,,uro:ThermalPipeDmGeometricAttributeuro:geometryType,,,,DmGeometricAttribute,uro:geometryType,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:mapLevel,,,地図情報レベル,,,,uro:ThermalPipeDmGeometricAttributeuro:mapLevel,,,,DmGeometricAttribute,uro:mapLevel,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:shapeType,,,図形区分,,,,uro:ThermalPipeDmGeometricAttributeuro:shapeType,,,,DmGeometricAttribute,uro:shapeType,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:visibility,,,可視性,,,,uro:ThermalPipeDmGeometricAttributeuro:visibility,,,,DmGeometricAttribute,uro:visibility,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:is3d,,,3Dフラグ,,,,uro:ThermalPipeDmGeometricAttributeuro:is3d,,,,DmGeometricAttribute,uro:is3d,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:isInstallation,,,付属図形フラグ,,,,uro:ThermalPipeDmGeometricAttributeuro:isInstallation,,,,DmGeometricAttribute,uro:isInstallation,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:isEdited,,,編集フラグ,,,,uro:ThermalPipeDmGeometricAttributeuro:isEdited,,,,DmGeometricAttribute,uro:isEdited,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:isSupplementarySymbol,,,補助記号フラグ,,,,uro:ThermalPipeDmGeometricAttributeuro:isSupplementarySymbol,,,,DmGeometricAttribute,uro:isSupplementarySymbol,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:angle,,,角度,,,,uro:ThermalPipeDmGeometricAttributeuro:angle,,,,DmGeometricAttribute,uro:angle,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:elevation,,,標高,,,,uro:ThermalPipeDmGeometricAttributeuro:elevation,,,,DmGeometricAttribute,uro:elevation,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmGeometricAttribute,uro:lod0Geometry,,,図式情報,,,,uro:ThermalPipeDmGeometricAttributeuro:lod0Geometry,,,,DmGeometricAttribute,uro:lod0Geometry,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,,,,注記情報,,,,uro:ThermalPipeDmAnnotation,,,,DmAnnotation,,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:dmCode,,,DMコード,,,,uro:ThermalPipeDmAnnotationuro:dmCode,,,,DmAnnotation,uro:dmCode,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:meshCode,,,メッシュコード,,,,uro:ThermalPipeDmAnnotationuro:meshCode,,,,DmAnnotation,uro:meshCode,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:dmElement.uro:DmElement,,,数値地形図要素情報,,,,uro:ThermalPipeDmAnnotationuro:DmElement,,,,DmAnnotation,uro:DmElement,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:geometryType,,,レコードタイプ,,,,uro:ThermalPipeDmAnnotationuro:geometryType,,,,DmAnnotation,uro:geometryType,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:shapeType,,,図形区分,,,,uro:ThermalPipeDmAnnotationuro:shapeType,,,,DmAnnotation,uro:shapeType,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:label,,,注記文字列,,,,uro:ThermalPipeDmAnnotationuro:label,,,,DmAnnotation,uro:label,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:isVertical,,,文字方向,,,,uro:ThermalPipeDmAnnotationuro:isVertical,,,,DmAnnotation,uro:isVertical,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:size,,,字大,,,,uro:ThermalPipeDmAnnotationuro:size,,,,DmAnnotation,uro:size,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:orientation,,,角度,,,,uro:ThermalPipeDmAnnotationuro:orientation,,,,DmAnnotation,uro:orientation,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:linewidth,,,線号,,,,uro:ThermalPipeDmAnnotationuro:linewidth,,,,DmAnnotation,uro:linewidth,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:spacing,,,字隔,,,,uro:ThermalPipeDmAnnotationuro:spacing,,,,DmAnnotation,uro:spacing,,
unf,uro:ThermalPipe,uro:frnDmAttribute.DmAnnotation,uro:lod0AnchorPoint,,,挿入位置,,,,uro:ThermalPipeDmAnnotationuro:lod0AnchorPoint,,,,DmAnnotation,uro:lod0AnchorPoint,,
unf,uro:ThermalPipe,uro:occupierType,,,,事業者区分,,,,uro:ThermalPipeuro:occupierType,,,,uro:occupierType,,,
unf,uro:ThermalPipe,uro:occupierName,,,,事業者名,,,,uro:ThermalPipeuro:occupierName,,,,uro:occupierName,,,
unf,uro:ThermalPipe,uro:year,,,,埋設年度,xs:gYear,,,uro:ThermalPipeuro:year,,,,uro:year,,,
unf,uro:ThermalPipe,uro:yearType,,,,確からしさ,xs:gYear,,,uro:ThermalPipeuro:yearType,,,,uro:yearType,,,
unf,uro:ThermalPipe,uro:offsetDepth,,,,オフセットデプス,,,,uro:ThermalPipeuro:offsetDepth,,,,uro:offsetDepth,,,
unf,uro:ThermalPipe,uro:offsetDepth,uro:pos,,,位置,,,,uro:ThermalPipeuro:offsetDepthuro:pos,,,,uro:offsetDepth,uro:pos,,
unf,uro:ThermalPipe,uro:offsetDepth,uro:depth,,,深さ,,,,uro:ThermalPipeuro:offsetDepthuro:depth,,,,uro:offsetDepth,uro:depth,,
unf,uro:ThermalPipe,uro:offsetDepth,uro:maxDepth,,,最大深さ,,,,uro:ThermalPipeuro:offsetDepthuro:maxDepth,,,,uro:offsetDepth,uro:maxDepth,,
unf,uro:ThermalPipe,uro:offsetDepth,uro:minDepth,,,最小深さ,,,,uro:ThermalPipeuro:offsetDepthuro:minDepth,,,,uro:offsetDepth,uro:minDepth,,
unf,uro:ThermalPipe,uro:offsetDepth,uro:offset,,,オフセット量,,,,uro:ThermalPipeuro:offsetDepthuro:offset,,,,uro:offsetDepth,uro:offset,,
unf,uro:ThermalPipe,uro:thematicShape,,,,主題図形,,,,uro:ThermalPipeuro:thematicShape,,,,uro:thematicShape,,,
unf,uro:ThermalPipe,uro:thematicShape,(uro:horizontalType),,,水平位置の種類,,,,uro:ThermalPipeuro:thematicShape(uro:horizontalType),,,,uro:thematicShape,(uro:horizontalType),,
unf,uro:ThermalPipe,uro:thematicShape,uro:heightType,,,垂直位置の種類,,,,uro:ThermalPipeuro:thematicShapeuro:heightType,,,,uro:thematicShape,uro:heightType,,
unf,uro:ThermalPipe,uro:thematicShape,uro:shape,,,主題図形,,,,uro:ThermalPipeuro:thematicShapeuro:shape,,,,uro:thematicShape,uro:shape,,
unf,uro:ThermalPipe,uro:routeStartNode,,,,路線開始ノード,,,,uro:ThermalPipeuro:routeStartNode,,,,uro:routeStartNode,,,
unf,uro:ThermalPipe,uro:startNode,,,,開始ノード,,,,uro:ThermalPipeuro:startNode,,,,uro:startNode,,,
unf,uro:ThermalPipe,uro:routeEndNode,,,,路線終了ノード,,,,uro:ThermalPipeuro:routeEndNode,,,,uro:routeEndNode,,,
unf,uro:ThermalPipe,uro:endNode,,,,終了ノード,,,,uro:ThermalPipeuro:endNode,,,,uro:endNode,,,
unf,uro:ThermalPipe,uro:depth,,,,深さ,,,,uro:ThermalPipeuro:depth,,,,uro:depth,,,
unf,uro:ThermalPipe,uro:minDepth,,,,最小深さ,,,,uro:ThermalPipeuro:minDepth,,,,uro:minDepth,,,
unf,uro:ThermalPipe,uro:maxDepth,,,,最大深さ,,,,uro:ThermalPipeuro:maxDepth,,,,uro:maxDepth,,,
unf,uro:ThermalPipe,uro:maxWidth,,,,最大幅,,,,uro:ThermalPipeuro:maxWidth,,,,uro:maxWidth,,,
unf,uro:ThermalPipe,uro:offset,,,,オフセット量,,,,uro:ThermalPipeuro:offset,,,,uro:offset,,,
unf,uro:ThermalPipe,uro:material,,,,管渠材質の種類,,,,uro:ThermalPipeuro:material,,,,uro:material,,,
unf,uro:ThermalPipe,uro:lengthAttribute,,,,長さ,,,,uro:ThermalPipeuro:lengthAttribute,,,,uro:lengthAttribute,,,
unf,uro:ThermalPipe,uro:lengthAttribute,uro:length,,,延長,,,,uro:ThermalPipeuro:lengthAttributeuro:length,,,,uro:lengthAttribute,uro:length,,
unf,uro:ThermalPipe,uro:lengthAttribute,uro:measureType,,,計測方法,,,,uro:ThermalPipeuro:lengthAttributeuro:measureType,,,,uro:lengthAttribute,uro:measureType,,
unf,uro:ThermalPipe,uro:lengthAttribute,uro:phaseType,,,計測段階,,,,uro:ThermalPipeuro:lengthAttributeuro:phaseType,,,,uro:lengthAttribute,uro:phaseType,,
unf,uro:ThermalPipe,uro:innerDiamiter,,,,内径,,,,uro:ThermalPipeuro:innerDiamiter,,,,uro:innerDiamiter,,,
unf,uro:ThermalPipe,uro:outerDiamiter,,,,外径,,,,uro:ThermalPipeuro:outerDiamiter,,,,uro:outerDiamiter,,,
unf,uro:ThermalPipe,uro:sleeveType,,,,被覆宇の有無,,,,uro:ThermalPipeuro:sleeveType,,,,uro:sleeveType,,,
unf,uro:OilGasCemicalPipe,,,,,管路（ガス管）,,,,uro:OilGasCemicalPipe,,,,,,,
unf,uro:OilGasCemicalPipe,gml:description,,,,説明,,,,uro:OilGasCemicalPipegml:description,,,,gml:description,,,
unf,uro:OilGasCemicalPipe,gml:name,,,,名称,,,,uro:OilGasCemicalPipegml:name,,,,gml:name,,,
unf,uro:OilGasCemicalPipe,(gml:boundedBy),,,,範囲,,,,uro:OilGasCemicalPipe(gml:boundedBy),,,,(gml:boundedBy),,,
unf,uro:OilGasCemicalPipe,core:creationDate,,,,データ作成日,xs:date,,,uro:OilGasCemicalPipecore:creationDate,,,,core:creationDate,,,
unf,uro:OilGasCemicalPipe,core:terminationDate,,,,データ削除日,xs:date,,,uro:OilGasCemicalPipecore:terminationDate,,,,core:terminationDate,,,
unf,uro:OilGasCemicalPipe,(core:relativeToTerrain),,,,地表との関係,,,,uro:OilGasCemicalPipe(core:relativeToTerrain),,,,(core:relativeToTerrain),,,
unf,uro:OilGasCemicalPipe,(core:relativeToWater),,,,水面との関係,,,,uro:OilGasCemicalPipe(core:relativeToWater),,,,(core:relativeToWater),,,
unf,uro:OilGasCemicalPipe,gen:stringAttribute,,,,汎用属性（文字列）,,,,uro:OilGasCemicalPipegen:stringAttribute,,,,gen:stringAttribute,,,
unf,uro:OilGasCemicalPipe,gen:intAttribute,,,,汎用属性（整数）,,,,uro:OilGasCemicalPipegen:intAttribute,,,,gen:intAttribute,,,
unf,uro:OilGasCemicalPipe,gen:doubleAttribute,,,,汎用属性（実数）,,,,uro:OilGasCemicalPipegen:doubleAttribute,,,,gen:doubleAttribute,,,
unf,uro:OilGasCemicalPipe,gen:dateAttribute,,,,汎用属性（日付）,,,,uro:OilGasCemicalPipegen:dateAttribute,,,,gen:dateAttribute,,,
unf,uro:OilGasCemicalPipe,gen:uriAttribute,,,,汎用属性（URI）,,,,uro:OilGasCemicalPipegen:uriAttribute,,,,gen:uriAttribute,,,
unf,uro:OilGasCemicalPipe,gen:measureAttribute,,,,汎用属性（単位付き計測値）,,,,uro:OilGasCemicalPipegen:measureAttribute,,,,gen:measureAttribute,,,
unf,uro:OilGasCemicalPipe,gen:genericAttributeSet,,,,汎用属性セット,,,,uro:OilGasCemicalPipegen:genericAttributeSet,,,,gen:genericAttributeSet,,,
unf,uro:OilGasCemicalPipe,(frn:class),,,,分類,,,,uro:OilGasCemicalPipe(frn:class),,,,(frn:class),,,
unf,uro:OilGasCemicalPipe,frn:function,,,,機能,,,,uro:OilGasCemicalPipefrn:function,,,,frn:function,,,
unf,uro:OilGasCemicalPipe,(frn:usage),,,,用途,,,,uro:OilGasCemicalPipe(frn:usage),,,,(frn:usage),,,
unf,uro:OilGasCemicalPipe,frn:lod1Geometry,,,,lod1幾何,,,,uro:OilGasCemicalPipefrn:lod1Geometry,,,,frn:lod1Geometry,,,
unf,uro:OilGasCemicalPipe,frn:lod2Geometry,,,,lod2幾何,,,,uro:OilGasCemicalPipefrn:lod2Geometry,,,,frn:lod2Geometry,,,
unf,uro:OilGasCemicalPipe,frn:lod3Geometry,,,,lod3幾何,,,,uro:OilGasCemicalPipefrn:lod3Geometry,,,,frn:lod3Geometry,,,
unf,uro:OilGasCemicalPipe,frn:lod4Geometry,,,,lod4幾何,,,,uro:OilGasCemicalPipefrn:lod4Geometry,,,,frn:lod4Geometry,,,
unf,uro:OilGasCemicalPipe,uro:cityFurnitureDetailAttribute,,,,都市設備詳細情報,,,,uro:OilGasCemicalPipeuro:cityFurnitureDetailAttribute,,,,uro:cityFurnitureDetailAttribute,,,
unf,uro:OilGasCemicalPipe,uro:cityFurnitureDetailAttribute,uro:facilityType,,,施設詳細区分,,,,uro:OilGasCemicalPipeuro:cityFurnitureDetailAttributeuro:facilityType,,,,uro:cityFurnitureDetailAttribute,uro:facilityType,,
unf,uro:OilGasCemicalPipe,uro:cityFurnitureDetailAttribute,uro:description,,,施設内容,,,,uro:OilGasCemicalPipeuro:cityFurnitureDetailAttributeuro:description,,,,uro:cityFurnitureDetailAttribute,uro:description,,
unf,uro:OilGasCemicalPipe,uro:cityFurnitureDataQualityAttribute,,,,データ品質属性,,,,uro:OilGasCemicalPipeuro:cityFurnitureDataQualityAttribute,,,,uro:cityFurnitureDataQualityAttribute,,,
unf,uro:OilGasCemicalPipe,uro:cityFurnitureDataQualityAttribute,uro:srcScale,,,地図情報レベル,,,,uro:OilGasCemicalPipeuro:cityFurnitureDataQualityAttributeuro:srcScale,,,,uro:cityFurnitureDataQualityAttribute,uro:srcScale,,
unf,uro:OilGasCemicalPipe,uro:cityFurnitureDataQualityAttribute,uro:geometrySrcDesc,,,幾何属性作成方法,,,,uro:OilGasCemicalPipeuro:cityFurnitureDataQualityAttributeuro:geometrySrcDesc,,,,uro:cityFurnitureDataQualityAttribute,uro:geometrySrcDesc,,
unf,uro:OilGasCemicalPipe,uro:cityFurnitureDataQualityAttribute,uro:thematicSrcDesc,,,主題属性作成方法,,,,uro:OilGasCemicalPipeuro:cityFurnitureDataQualityAttributeuro:thematicSrcDesc,,,,uro:cityFurnitureDataQualityAttribute,uro:thematicSrcDesc,,
unf,uro:OilGasCemicalPipe,uro:cityFurnitureDataQualityAttribute,uro:appearanceSrcDesc,,,テクスチャ作成方法,,,,uro:OilGasCemicalPipeuro:cityFurnitureDataQualityAttributeuro:appearanceSrcDesc,,,,uro:cityFurnitureDataQualityAttribute,uro:appearanceSrcDesc,,
unf,uro:OilGasCemicalPipe,uro:cityFurnitureDataQualityAttribute,uro:lodType,,,詳細LOD,,,,uro:OilGasCemicalPipeuro:cityFurnitureDataQualityAttributeuro:lodType,,,,uro:cityFurnitureDataQualityAttribute,uro:lodType,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityTypeAttribute,,,,施設分類属性,,,,uro:OilGasCemicalPipeuro:frnFacilityTypeAttribute,,,,uro:frnFacilityTypeAttribute,,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityTypeAttribute,uro:class,,,分野,,,,uro:OilGasCemicalPipeuro:frnFacilityTypeAttributeuro:class,,,,uro:frnFacilityTypeAttribute,uro:class,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityTypeAttribute,uro:function,,,施設区分,,,,uro:OilGasCemicalPipeuro:frnFacilityTypeAttributeuro:function,,,,uro:frnFacilityTypeAttribute,uro:function,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,,,,施設識別属性,,,,uro:OilGasCemicalPipeuro:FacilityIdAttribute,,,,uro:FacilityIdAttribute,,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:id,,,識別子,,,,uro:OilGasCemicalPipeuro:FacilityIdAttributeuro:id,,,,uro:FacilityIdAttribute,uro:id,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:partId,,,部分ID,,,,uro:OilGasCemicalPipeuro:FacilityIdAttributeuro:partId,,,,uro:FacilityIdAttribute,uro:partId,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:branchId,,,枝番,,,,uro:OilGasCemicalPipeuro:FacilityIdAttributeuro:branchId,,,,uro:FacilityIdAttribute,uro:branchId,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:prefecture,,,都道府県,,,,uro:OilGasCemicalPipeuro:FacilityIdAttributeuro:prefecture,,,,uro:FacilityIdAttribute,uro:prefecture,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:city,,,市区町村,,,,uro:OilGasCemicalPipeuro:FacilityIdAttributeuro:city,,,,uro:FacilityIdAttribute,uro:city,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:route,,,路線,,,,uro:OilGasCemicalPipeuro:FacilityIdAttributeuro:route,,,,uro:FacilityIdAttribute,uro:route,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:startPost,,,起点側距離標,,,,uro:OilGasCemicalPipeuro:FacilityIdAttributeuro:startPost,,,,uro:FacilityIdAttribute,uro:startPost,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:endPost,,,終点側距離標,,,,uro:OilGasCemicalPipeuro:FacilityIdAttributeuro:endPost,,,,uro:FacilityIdAttribute,uro:endPost,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:startLat,,,起点経度,,,,uro:OilGasCemicalPipeuro:FacilityIdAttributeuro:startLat,,,,uro:FacilityIdAttribute,uro:startLat,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:startLong,,,起点緯度,,,,uro:OilGasCemicalPipeuro:FacilityIdAttributeuro:startLong,,,,uro:FacilityIdAttribute,uro:startLong,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:FacilityIdAttribute,uro:alternativeName,,,その他の名称,,,,uro:OilGasCemicalPipeuro:FacilityIdAttributeuro:alternativeName,,,,uro:FacilityIdAttribute,uro:alternativeName,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,,,,施設識別属性（河川管理施設）,,,,uro:OilGasCemicalPipeuro:RiverFacilityIdAttribute,,,,uro:RiverFacilityIdAttribute,,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:id,,,識別子,,,,uro:OilGasCemicalPipeuro:RiverFacilityIdAttributeuro:id,,,,uro:RiverFacilityIdAttribute,uro:id,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:partID),,,部分ID,,,,uro:OilGasCemicalPipeuro:RiverFacilityIdAttribute(uro:partID),,,,uro:RiverFacilityIdAttribute,(uro:partID),,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:branchID,,,枝番,,,,uro:OilGasCemicalPipeuro:RiverFacilityIdAttributeuro:branchID,,,,uro:RiverFacilityIdAttribute,uro:branchID,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:prefecture,,,都道府県,,,,uro:OilGasCemicalPipeuro:RiverFacilityIdAttributeuro:prefecture,,,,uro:RiverFacilityIdAttribute,uro:prefecture,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:city,,,市区町村,,,,uro:OilGasCemicalPipeuro:RiverFacilityIdAttributeuro:city,,,,uro:RiverFacilityIdAttribute,uro:city,,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:route),,,路線,,,,uro:OilGasCemicalPipeuro:RiverFacilityIdAttribute(uro:route),,,,uro:RiverFacilityIdAttribute,(uro:route),,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:startPost),,,起点側距離標,,,,uro:OilGasCemicalPipeuro:RiverFacilityIdAttribute(uro:startPost),,,,uro:RiverFacilityIdAttribute,(uro:startPost),,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:endPost),,,終点側距離標,,,,uro:OilGasCemicalPipeuro:RiverFacilityIdAttribute(uro:endPost),,,,uro:RiverFacilityIdAttribute,(uro:endPost),,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:startLat),,,起点経度,,,,uro:OilGasCemicalPipeuro:RiverFacilityIdAttribute(uro:startLat),,,,uro:RiverFacilityIdAttribute,(uro:startLat),,
unf,uro:OilGasCemicalPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,(uro:startLong),,,起点緯度,,,,uro:OilGasCemicalPipeuro:RiverFacilityIdAttribute(uro:startLong),,,,uro:RiverFacilityIdAttribute,(uro:startLong),,
