モデルの接頭辞,feature_type,tag1,tag2,tag3,tag4,説明：属性名,データ型,同モデル内の日本語名 重複チェック,,feature_type+tag1+tag2+tag3+tag4,重複チェック,同モデル内の重複チェック,,属性名（1）_抽出,属性名（2）_抽出,属性名（3）_抽出,属性名（4）_抽出
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:ceilingHeight,,,天端高,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:ceilingHeight,,,,CyberportMarinaAndPBS,uro:ceilingHeight,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:gravityResistant,,,耐重力,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:gravityResistant,,,,CyberportMarinaAndPBS,uro:gravityResistant,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:form,,,形態,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:form,,,,CyberportMarinaAndPBS,uro:form,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:areaType,,,内外区分,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:areaType,,,,CyberportMarinaAndPBS,uro:areaType,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:mainVessels,,,主要利用船舶の種類,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:mainVessels,,,,CyberportMarinaAndPBS,uro:mainVessels,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:isDredged,,,浚渫の有無,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:isDredged,,,,CyberportMarinaAndPBS,uro:isDredged,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:mooringPostWeight,,,附帯設備－係船柱重量,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:mooringPostWeight,,,,CyberportMarinaAndPBS,uro:mooringPostWeight,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:numberOfMooringPosts,,,附帯設備－係船柱数,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:numberOfMooringPosts,,,,CyberportMarinaAndPBS,uro:numberOfMooringPosts,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:resistantMaterial,,,附帯設備－防げん材,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:resistantMaterial,,,,CyberportMarinaAndPBS,uro:resistantMaterial,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:lighting,,,附帯設備－照明設備,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:lighting,,,,CyberportMarinaAndPBS,uro:lighting,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:stairs,,,附帯設備－階段等,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:stairs,,,,CyberportMarinaAndPBS,uro:stairs,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:lifesaving,,,附帯設備－救設備の名称,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:lifesaving,,,,CyberportMarinaAndPBS,uro:lifesaving,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:lifesavingNumber,,,附帯設備－救命設備の数,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:lifesavingNumber,,,,CyberportMarinaAndPBS,uro:lifesavingNumber,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:bumper,,,附帯設備－車止め,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:bumper,,,,CyberportMarinaAndPBS,uro:bumper,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:numberOfVehicleBoardings,,,附帯設備－車両乗降設備－基数,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:numberOfVehicleBoardings,,,,CyberportMarinaAndPBS,uro:numberOfVehicleBoardings,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:vehicleBoardingWidth,,,附帯設備－車両乗降設備－幅員,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:vehicleBoardingWidth,,,,CyberportMarinaAndPBS,uro:vehicleBoardingWidth,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:shipType,,,対象船舶－船型(D/W),,,,uro:ThermalPipeCyberportMarinaAndPBSuro:shipType,,,,CyberportMarinaAndPBS,uro:shipType,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:numberOfSeats,,,対象船舶－船席数,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:numberOfSeats,,,,CyberportMarinaAndPBS,uro:numberOfSeats,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:mainCargo,,,主要取扱貨物名,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:mainCargo,,,,CyberportMarinaAndPBS,uro:mainCargo,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:storageCapacity,,,保管容量－値,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:storageCapacity,,,,CyberportMarinaAndPBS,uro:storageCapacity,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:storageCapacityUnit,,,保管容量－単位,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:storageCapacityUnit,,,,CyberportMarinaAndPBS,uro:storageCapacityUnit,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:structureType,,,構造形式,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:structureType,,,,CyberportMarinaAndPBS,uro:structureType,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:mainMaterial,,,主要用材,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:mainMaterial,,,,CyberportMarinaAndPBS,uro:mainMaterial,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:totalCost,,,事業費－総額,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:totalCost,,,,CyberportMarinaAndPBS,uro:totalCost,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:subsidy,,,事業費－補助金額,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:subsidy,,,,CyberportMarinaAndPBS,uro:subsidy,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.CyberportMarinaAndPBS,uro:note,,,備考,,,,uro:ThermalPipeCyberportMarinaAndPBSuro:note,,,,CyberportMarinaAndPBS,uro:note,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,,,,漁港施設情報,,,,uro:ThermalPipeFishingPortFacility,,,,FishingPortFacility,,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:facilityId,,,対象施設内での識別子,,,,uro:ThermalPipeFishingPortFacilityuro:facilityId,,,,FishingPortFacility,uro:facilityId,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:facilityDetailType,,,施設種類,,,,uro:ThermalPipeFishingPortFacilityuro:facilityDetailType,,,,FishingPortFacility,uro:facilityDetailType,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:portName,,,漁港の名称,,,,uro:ThermalPipeFishingPortFacilityuro:portName,,,,FishingPortFacility,uro:portName,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:portType,,,漁港漁場整備法施行規則  第九条に基づく漁港の種類,,,,uro:ThermalPipeFishingPortFacilityuro:portType,,,,FishingPortFacility,uro:portType,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:address,,,所在地,,,,uro:ThermalPipeFishingPortFacilityuro:address,,,,FishingPortFacility,uro:address,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:designatedArea,,,区域,,,,uro:ThermalPipeFishingPortFacilityuro:designatedArea,,,,FishingPortFacility,uro:designatedArea,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:designation,,,漁港の指定,,,,uro:ThermalPipeFishingPortFacilityuro:designation,,,,FishingPortFacility,uro:designation,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:designatedAdministrator,,,漁港管理者の指定,,,,uro:ThermalPipeFishingPortFacilityuro:designatedAdministrator,,,,FishingPortFacility,uro:designatedAdministrator,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:referenceNumber,,,漁港の平面図対象番号,,,,uro:ThermalPipeFishingPortFacilityuro:referenceNumber,,,,FishingPortFacility,uro:referenceNumber,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:grantType,,,施設区分名,,,,uro:ThermalPipeFishingPortFacilityuro:grantType,,,,FishingPortFacility,uro:grantType,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:administrator,,,所有者の名称,,,,uro:ThermalPipeFishingPortFacilityuro:administrator,,,,FishingPortFacility,uro:administrator,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:facilityManager,,,管理者の名称,,,,uro:ThermalPipeFishingPortFacilityuro:facilityManager,,,,FishingPortFacility,uro:facilityManager,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:structureType,,,構造_様式又は形式,,,,uro:ThermalPipeFishingPortFacilityuro:structureType,,,,FishingPortFacility,uro:structureType,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:mainMaterial,,,構造_主要用材,,,,uro:ThermalPipeFishingPortFacilityuro:mainMaterial,,,,FishingPortFacility,uro:mainMaterial,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:otherStructure,,,構造_その他の構造,,,,uro:ThermalPipeFishingPortFacilityuro:otherStructure,,,,FishingPortFacility,uro:otherStructure,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:length,,,規模_延長,,,,uro:ThermalPipeFishingPortFacilityuro:length,,,,FishingPortFacility,uro:length,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:width,,,規模_幅員,,,,uro:ThermalPipeFishingPortFacilityuro:width,,,,FishingPortFacility,uro:width,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:ceilingHeight,,,規模_天端高,,,,uro:ThermalPipeFishingPortFacilityuro:ceilingHeight,,,,FishingPortFacility,uro:ceilingHeight,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:depth,,,規模_水深,,,,uro:ThermalPipeFishingPortFacilityuro:depth,,,,FishingPortFacility,uro:depth,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:area,,,規模_面積,,,,uro:ThermalPipeFishingPortFacilityuro:area,,,,FishingPortFacility,uro:area,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:otherSizeDescription,,,規模_その他の規模数量,,,,uro:ThermalPipeFishingPortFacilityuro:otherSizeDescription,,,,FishingPortFacility,uro:otherSizeDescription,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:dateOfConstructionOrAcquisition,,,建設又は取得の年月日,xs:date,,,uro:ThermalPipeFishingPortFacilityuro:dateOfConstructionOrAcquisition,,,,FishingPortFacility,uro:dateOfConstructionOrAcquisition,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:cost,,,建設又は取得の価格,,,,uro:ThermalPipeFishingPortFacilityuro:cost,,,,FishingPortFacility,uro:cost,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortFacility,uro:note,,,備考,,,,uro:ThermalPipeFishingPortFacilityuro:note,,,,FishingPortFacility,uro:note,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,,,,漁港施設能力情報,,,,uro:ThermalPipeFishingPortCapacity,,,,FishingPortCapacity,,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:facilityId,,,対象施設内での識別子,,,,uro:ThermalPipeFishingPortCapacityuro:facilityId,,,,FishingPortCapacity,uro:facilityId,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:capacity,,,能力,,,,uro:ThermalPipeFishingPortCapacityuro:capacity,,,,FishingPortCapacity,uro:capacity,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:weightCapacity,,,能力_耐重量,,,,uro:ThermalPipeFishingPortCapacityuro:weightCapacity,,,,FishingPortCapacity,uro:weightCapacity,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:hullForm,,,能力_係船能力_船型,,,,uro:ThermalPipeFishingPortCapacityuro:hullForm,,,,FishingPortCapacity,uro:hullForm,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:shipNumber,,,能力_係船能力_隻数,,,,uro:ThermalPipeFishingPortCapacityuro:shipNumber,,,,FishingPortCapacity,uro:shipNumber,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:waterDepth-2m,,,能力_水深別内訳_2ｍ未満の面積,,,,uro:ThermalPipeFishingPortCapacityuro:waterDepth-2m,,,,FishingPortCapacity,uro:waterDepth-2m,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:waterDepth2-3m,,,能力_水深別内訳_2～3ｍ未満の面積,,,,uro:ThermalPipeFishingPortCapacityuro:waterDepth2-3m,,,,FishingPortCapacity,uro:waterDepth2-3m,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:waterDepth3-6m,,,能力_水深別内訳_3～6ｍ未満の面積,,,,uro:ThermalPipeFishingPortCapacityuro:waterDepth3-6m,,,,FishingPortCapacity,uro:waterDepth3-6m,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:waterDepth6-m,,,能力_水深別内訳_6ｍ以上の面積,,,,uro:ThermalPipeFishingPortCapacityuro:waterDepth6-m,,,,FishingPortCapacity,uro:waterDepth6-m,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:heightAboveAWL,,,能力_種類_灯台_平均水面上の高さ,,,,uro:ThermalPipeFishingPortCapacityuro:heightAboveAWL,,,,FishingPortCapacity,uro:heightAboveAWL,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:heightOnFoundations,,,能力_種類_灯台_基礎上の高さ,,,,uro:ThermalPipeFishingPortCapacityuro:heightOnFoundations,,,,FishingPortCapacity,uro:heightOnFoundations,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:luminousRange,,,能力_光音電波の到達距離,,,,uro:ThermalPipeFishingPortCapacityuro:luminousRange,,,,FishingPortCapacity,uro:luminousRange,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:luminousColor,,,能力_灯色,,,,uro:ThermalPipeFishingPortCapacityuro:luminousColor,,,,FishingPortCapacity,uro:luminousColor,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:candlePower,,,能力_燭光数,,,,uro:ThermalPipeFishingPortCapacityuro:candlePower,,,,FishingPortCapacity,uro:candlePower,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:lightType,,,能力_灯質の種類,,,,uro:ThermalPipeFishingPortCapacityuro:lightType,,,,FishingPortCapacity,uro:lightType,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:period,,,能力_灯質の周期,,,,uro:ThermalPipeFishingPortCapacityuro:period,,,,FishingPortCapacity,uro:period,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:maximumGroundingWeight,,,能力_入きょ又は上架できる最大船舶の総重量,,,,uro:ThermalPipeFishingPortCapacityuro:maximumGroundingWeight,,,,FishingPortCapacity,uro:maximumGroundingWeight,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:handleablePower,,,能力_取り扱いできる機関の馬力数,,,,uro:ThermalPipeFishingPortCapacityuro:handleablePower,,,,FishingPortCapacity,uro:handleablePower,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:maximumWaterSupply,,,能力_最大給水能力,,,,uro:ThermalPipeFishingPortCapacityuro:maximumWaterSupply,,,,FishingPortCapacity,uro:maximumWaterSupply,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:maximumRefueling,,,能力_最大給油能力,,,,uro:ThermalPipeFishingPortCapacityuro:maximumRefueling,,,,FishingPortCapacity,uro:maximumRefueling,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:people,,,能力_最大収容可能人数,,,,uro:ThermalPipeFishingPortCapacityuro:people,,,,FishingPortCapacity,uro:people,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.FishingPortCapacity,uro:other,,,能力_その他,,,,uro:ThermalPipeFishingPortCapacityuro:other,,,,FishingPortCapacity,uro:other,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,,,,公園施設長寿命化計画,,,,uro:ThermalPipeParkFacilityLongevityPlan,,,,ParkFacilityLongevityPlan,,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:facilityId,,,工事・点検の対象となる施設の識別子,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:facilityId,,,,ParkFacilityLongevityPlan,uro:facilityId,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkCode,,,公園コード,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:parkCode,,,,ParkFacilityLongevityPlan,uro:parkCode,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkName,,,公園名,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:parkName,,,,ParkFacilityLongevityPlan,uro:parkName,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkType,,,公園種別,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:parkType,,,,ParkFacilityLongevityPlan,uro:parkType,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:facilityName,,,公園施設名,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:facilityName,,,,ParkFacilityLongevityPlan,uro:facilityName,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:facilityNameOptional,,,公園施設名（任意）,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:facilityNameOptional,,,,ParkFacilityLongevityPlan,uro:facilityNameOptional,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:specificFacilityName,,,具体的施設名称,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:specificFacilityName,,,,ParkFacilityLongevityPlan,uro:specificFacilityName,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:numberOfFacilities.NumberOfFacilities,,,施設数量,,,,uro:ThermalPipeParkFacilityLongevityPlanNumberOfFacilities,,,,ParkFacilityLongevityPlan,NumberOfFacilities,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:numberOfFacilities.NumberOfFacilities,uro:quantity,,数量,,,,uro:ThermalPipeParkFacilityLongevityPlanNumberOfFacilitiesuro:quantity,,,,ParkFacilityLongevityPlan,NumberOfFacilities,uro:quantity,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:numberOfFacilities.NumberOfFacilities,uro:quantityUnit,,数量単位,,,,uro:ThermalPipeParkFacilityLongevityPlanNumberOfFacilitiesuro:quantityUnit,,,,ParkFacilityLongevityPlan,NumberOfFacilities,uro:quantityUnit,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:size,,,規模,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:size,,,,ParkFacilityLongevityPlan,uro:size,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:mainMaterial,,,主要部材,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:mainMaterial,,,,ParkFacilityLongevityPlan,uro:mainMaterial,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:mainMaterialOptional,,,主要部材（任意）,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:mainMaterialOptional,,,,ParkFacilityLongevityPlan,uro:mainMaterialOptional,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:installationYear,,,設置年度,xs:gYear,,,uro:ThermalPipeParkFacilityLongevityPlanuro:installationYear,,,,ParkFacilityLongevityPlan,uro:installationYear,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:disposalLimitPeriod,,,処分制限期間,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:disposalLimitPeriod,,,,ParkFacilityLongevityPlan,uro:disposalLimitPeriod,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:expectedUsagePeriod,,,使用見込み期間,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:expectedUsagePeriod,,,,ParkFacilityLongevityPlan,uro:expectedUsagePeriod,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:repairsBeforeParkHealthAssessment.RepairsBeforeParkHealthAssessment,,,健全度調査以前に実施した補修,,,,uro:ThermalPipeParkFacilityLongevityPlanRepairsBeforeParkHealthAssessment,,,,ParkFacilityLongevityPlan,RepairsBeforeParkHealthAssessment,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:repairsBeforeParkHealthAssessment.RepairsBeforeParkHealthAssessment,reapair,,補修有無,,,,uro:ThermalPipeParkFacilityLongevityPlanRepairsBeforeParkHealthAssessmentreapair,,,,ParkFacilityLongevityPlan,RepairsBeforeParkHealthAssessment,reapair,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:repairsBeforeParkHealthAssessment.RepairsBeforeParkHealthAssessment,repairFiscalYear,,補修実施年度,xs:gYear,,,uro:ThermalPipeParkFacilityLongevityPlanRepairsBeforeParkHealthAssessmentrepairFiscalYear,,,,ParkFacilityLongevityPlan,RepairsBeforeParkHealthAssessment,repairFiscalYear,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkHealthAssessment.ParkHealthAssessment,,,健全度調査結果,,,,uro:ThermalPipeParkFacilityLongevityPlanParkHealthAssessment,,,,ParkFacilityLongevityPlan,ParkHealthAssessment,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkHealthAssessment.ParkHealthAssessment,assesmentFiscalYear,,年度,xs:gYear,,,uro:ThermalPipeParkFacilityLongevityPlanParkHealthAssessmentassesmentFiscalYear,,,,ParkFacilityLongevityPlan,ParkHealthAssessment,assesmentFiscalYear,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkHealthAssessment.ParkHealthAssessment,deteriarationStatus,,劣化状況,,,,uro:ThermalPipeParkFacilityLongevityPlanParkHealthAssessmentdeteriarationStatus,,,,ParkFacilityLongevityPlan,ParkHealthAssessment,deteriarationStatus,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkHealthAssessment.ParkHealthAssessment,condition,,健全度,,,,uro:ThermalPipeParkFacilityLongevityPlanParkHealthAssessmentcondition,,,,ParkFacilityLongevityPlan,ParkHealthAssessment,condition,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:parkHealthAssessment.ParkHealthAssessment,urgency,,緊急度,,,,uro:ThermalPipeParkFacilityLongevityPlanParkHealthAssessmenturgency,,,,ParkFacilityLongevityPlan,ParkHealthAssessment,urgency,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:managementType,,,管理者の名称累計,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:managementType,,,,ParkFacilityLongevityPlan,uro:managementType,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:expectedRenewalYearWithMeasures,,,対策を踏まえた更新見込み年度,xs:gYear,,,uro:ThermalPipeParkFacilityLongevityPlanuro:expectedRenewalYearWithMeasures,,,,ParkFacilityLongevityPlan,uro:expectedRenewalYearWithMeasures,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,,,長寿命化対策,,,,uro:ThermalPipeParkFacilityLongevityPlanLongevityMeasures,,,,ParkFacilityLongevityPlan,LongevityMeasures,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,ficcalYearForCountermeasures,,対策実施年度,xs:gYear,,,uro:ThermalPipeParkFacilityLongevityPlanLongevityMeasuresficcalYearForCountermeasures,,,,ParkFacilityLongevityPlan,LongevityMeasures,ficcalYearForCountermeasures,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,countermeasuresCost.CountermeasuresCost,,対策費用,,,,uro:ThermalPipeParkFacilityLongevityPlanLongevityMeasuresCountermeasuresCost,,,,ParkFacilityLongevityPlan,LongevityMeasures,CountermeasuresCost,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,countermeasuresCost.CountermeasuresCost,cost,費用,,,,uro:ThermalPipeParkFacilityLongevityPlanLongevityMeasuresCountermeasuresCostcost,,,,ParkFacilityLongevityPlan,LongevityMeasures,CountermeasuresCost,cost
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,countermeasuresCost.CountermeasuresCost,costUnit,費用単位,,,,uro:ThermalPipeParkFacilityLongevityPlanLongevityMeasuresCountermeasuresCostcostUnit,,,,ParkFacilityLongevityPlan,LongevityMeasures,CountermeasuresCost,costUnit
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:longevityMeasures.LongevityMeasures,descriptin,,対策内容,,,,uro:ThermalPipeParkFacilityLongevityPlanLongevityMeasuresdescriptin,,,,ParkFacilityLongevityPlan,LongevityMeasures,descriptin,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.ParkFacilityLongevityPlan,uro:noteForLongevity,,,長寿命化に向けた特記事項,,,,uro:ThermalPipeParkFacilityLongevityPlanuro:noteForLongevity,,,,ParkFacilityLongevityPlan,uro:noteForLongevity,,
unf,uro:ThermalPipe,uro:frnFacilityAttribute.MaintenanceHistoryAttribute,,,,点検工事記録,,,,uro:ThermalPipeMaintenanceHistoryAttribute,,,,MaintenanceHistoryAttribute,,,
